"","Day","Trajectory","Flow","Treatment","Tank..","Coral","F0","Fm","Yield"
"741",21,"Protective","Low","Protective Low","1","F..3",0.195,0.35658,0.452
"742",21,"Protective","Low","Protective Low","2","F..1",0.15538,0.3303,0.525
"743",21,"Protective","Low","Protective Low","2","F..2",0.19118,0.39668,0.518
"744",21,"Protective","Low","Protective Low","2","F..3",0.18862,0.3848,0.5108
"745",21,"Single","High","Single High","1","F..1",0.14414,0.31678,0.5448
"746",21,"Single","High","Single High","1","F..2",0.15852,0.37156,0.5744
"747",21,"Single","High","Single High","1","F..3",0.15314,0.37254,0.5872
"748",21,"Single","High","Single High","2","F..1",0.19814,0.36726,0.46
"749",21,"Single","High","Single High","2","F..2",0.18304,0.37962,0.5174
"750",21,"Single","High","Single High","2","F..3",0.19148,0.39668,0.5172
"751",21,"Single","Low","Single Low","1","F..1",0.1592,0.37688,0.5736
"752",21,"Single","Low","Single Low","1","F..2",0.1548,0.3101,0.4974
"753",21,"Single","Low","Single Low","1","F..3",0.19226,0.38716,0.5036
"754",21,"Single","Low","Single Low","2","F..1",0.22744,0.4151,0.4548
"755",21,"Single","Low","Single Low","2","F..2",0.17776,0.35726,0.5012
"756",21,"Single","Low","Single Low","2","F..3",0.18842,0.36528,0.484
"757",22,"Control","High","Control High","1","F..1",0.1399,0.35884,0.6094
"758",22,"Control","High","Control High","1","F..2",0.1605,0.3754,0.5724
"759",22,"Control","High","Control High","1","F..3",0.1551,0.39188,0.604
"760",22,"Control","High","Control High","2","F..1",0.1544,0.32314,0.5212
"761",22,"Control","High","Control High","2","F..2",0.15196,0.37902,0.5986
"762",22,"Control","High","Control High","2","F..3",0.16434,0.3894,0.5778
"763",22,"Control","Low","Control Low","1","F..1",0.14844,0.3707,0.5988
"764",22,"Control","Low","Control Low","1","F..2",0.15912,0.4357,0.6344
"765",22,"Control","Low","Control Low","1","F..3",0.12626,0.33588,0.624
"766",22,"Control","Low","Control Low","2","F..1",0.13904,0.33862,0.5884
"767",22,"Control","Low","Control Low","2","F..2",0.14626,0.41608,0.6484
"768",22,"Control","Low","Control Low","2","F..3",0.13728,0.34284,0.5982
"769",22,"Protective","High","Protective High","1","F..1",0.16892,0.38658,0.5632
"770",22,"Protective","High","Protective High","1","F..2",0.15688,0.3066,0.4878
"771",22,"Protective","High","Protective High","1","F..3",0.1703,0.33304,0.487
"772",22,"Protective","High","Protective High","2","F..1",0.19032,0.38274,0.5014
"773",22,"Protective","High","Protective High","2","F..2",0.17322,0.36382,0.5238
"774",22,"Protective","High","Protective High","2","F..3",0.15166,0.3262,0.5334
"775",22,"Protective","Low","Protective Low","1","F..1",0.20206,0.38304,0.4742
"776",22,"Protective","Low","Protective Low","1","F..2",0.22138,0.38668,0.429
"777",22,"Protective","Low","Protective Low","1","F..3",0.15914,0.3003,0.4692
"778",22,"Protective","Low","Protective Low","2","F..1",0.14058,0.3211,0.5602
"779",22,"Protective","Low","Protective Low","2","F..2",0.18302,0.36106,0.4912
"780",22,"Protective","Low","Protective Low","2","F..3",0.21332,0.39774,0.4652
"781",22,"Single","High","Single High","1","F..1",0.15824,0.26882,0.4098
"782",22,"Single","High","Single High","1","F..2",0.17528,0.3291,0.461
"783",22,"Single","High","Single High","1","F..3",0.16832,0.31736,0.4658
"784",22,"Single","High","Single High","2","F..1",0.19098,0.3254,0.4122
"785",22,"Single","High","Single High","2","F..2",0.23088,0.3056,0.239
"786",22,"Single","High","Single High","2","F..3",0.20706,0.30912,0.3316
"787",22,"Single","Low","Single Low","1","F..1",0.1963,0.36306,0.4578
"788",22,"Single","Low","Single Low","1","F..2",0.18126,0.335,0.458
"789",22,"Single","Low","Single Low","1","F..3",0.19344,0.31482,0.3786
"790",22,"Single","Low","Single Low","2","F..1",0.2512,0.33978,0.2634
"791",22,"Single","Low","Single Low","2","F..2",0.18668,0.35776,0.4772
"792",22,"Single","Low","Single Low","2","F..3",0.20744,0.31522,0.3414
