"","Timepoint","Species","Trajectory","Tank","Flow","Coral","HM","Square","Count","Dilution"
"919","TP1","AA","Protective","T2","High","#2","1",4,44,10
"920","TP1","AA","Protective","T2","High","#2","1",5,36,10
"921","TP1","AA","Protective","T2","High","#2","2",1,42,10
"922","TP1","AA","Protective","T2","High","#2","2",2,33,10
"923","TP1","AA","Protective","T2","High","#2","2",3,26,10
"924","TP1","AA","Protective","T2","High","#2","2",4,49,10
"925","TP1","AA","Protective","T2","High","#2","2",5,45,10
"926","TP1","AA","Protective","T2","High","#2","3",1,41,10
"927","TP1","AA","Protective","T2","High","#2","3",2,31,10
"928","TP1","AA","Protective","T2","High","#2","3",3,47,10
"929","TP1","AA","Protective","T2","High","#2","3",4,44,10
"930","TP1","AA","Protective","T2","High","#2","3",5,36,10
"931","TP1","AA","Protective","T2","High","#2","4",1,42,10
"932","TP1","AA","Protective","T2","High","#2","4",2,36,10
"933","TP1","AA","Protective","T2","High","#2","4",3,27,10
"934","TP1","AA","Protective","T2","High","#2","4",4,45,10
"935","TP1","AA","Protective","T2","High","#2","4",5,41,10
"936","TP1","AA","Protective","T2","High","#2","5",1,38,10
"937","TP1","AA","Protective","T2","High","#2","5",2,45,10
"938","TP1","AA","Protective","T2","High","#2","5",3,41,10
"939","TP1","AA","Protective","T2","High","#2","5",4,36,10
"940","TP1","AA","Protective","T2","High","#2","5",5,33,10
"941","TP1","AA","Protective","T2","High","#2","6",1,59,10
"942","TP1","AA","Protective","T2","High","#2","6",2,37,10
"943","TP1","AA","Protective","T2","High","#2","6",3,39,10
"944","TP1","AA","Protective","T2","High","#2","6",4,46,10
"945","TP1","AA","Protective","T2","High","#2","6",5,44,10
"946","TP1","AA","Protective","T2","High","#2","1",1,31,10
"947","TP1","AA","Protective","T2","High","#2","1",2,29,10
"948","TP1","AA","Protective","T2","High","#2","1",3,44,10
"949","TP1","AA","Protective","T2","High","#2","1",4,44,10
"950","TP1","AA","Protective","T2","High","#2","1",5,39,10
"951","TP1","AA","Protective","T2","High","#2","2",1,32,10
"952","TP1","AA","Protective","T2","High","#2","2",2,36,10
"953","TP1","AA","Protective","T2","High","#2","2",3,36,10
"954","TP1","AA","Protective","T2","High","#2","2",4,42,10
"955","TP1","AA","Protective","T2","High","#2","2",5,49,10
"956","TP1","AA","Protective","T2","High","#2","3",1,49,10
"957","TP1","AA","Protective","T2","High","#2","3",2,34,10
"958","TP1","AA","Protective","T2","High","#2","3",3,35,10
"959","TP1","AA","Protective","T2","High","#2","3",4,41,10
"960","TP1","AA","Protective","T2","High","#2","3",5,37,10
"961","TP1","AA","Protective","T2","High","#2","4",1,49,10
"962","TP1","AA","Protective","T2","High","#2","4",2,53,10
"963","TP1","AA","Protective","T2","High","#2","4",3,40,10
"964","TP1","AA","Protective","T2","High","#2","4",4,49,10
"965","TP1","AA","Protective","T2","High","#2","4",5,54,10
"966","TP1","AA","Protective","T2","High","#2","5",1,42,10
"967","TP1","AA","Protective","T2","High","#2","5",2,34,10
"968","TP1","AA","Protective","T2","High","#2","5",3,40,10
"969","TP1","AA","Protective","T2","High","#2","5",4,39,10
"970","TP1","AA","Protective","T2","High","#2","5",5,45,10
"971","TP1","AA","Protective","T2","High","#2","6",1,39,10
"972","TP1","AA","Protective","T2","High","#2","6",2,41,10
"973","TP1","AA","Protective","T2","High","#2","6",3,38,10
"974","TP1","AA","Protective","T2","High","#2","6",4,37,10
"975","TP1","AA","Protective","T2","High","#2","6",5,58,10
"976","TP2","AA","Single","T1","High","#3","1",1,16,10
"977","TP2","AA","Single","T1","High","#3","1",2,19,10
"978","TP2","AA","Single","T1","High","#3","1",3,16,10
"979","TP2","AA","Single","T1","High","#3","1",4,12,10
"980","TP2","AA","Single","T1","High","#3","1",5,15,10
"981","TP2","AA","Single","T1","High","#3","2",1,14,10
"982","TP2","AA","Single","T1","High","#3","2",2,17,10
"983","TP2","AA","Single","T1","High","#3","2",3,16,10
"984","TP2","AA","Single","T1","High","#3","2",4,19,10
"985","TP2","AA","Single","T1","High","#3","2",5,13,10
"986","TP2","AA","Single","T1","High","#3","3",1,13,10
"987","TP2","AA","Single","T1","High","#3","3",2,14,10
"988","TP2","AA","Single","T1","High","#3","3",3,18,10
"989","TP2","AA","Single","T1","High","#3","3",4,12,10
"990","TP2","AA","Single","T1","High","#3","3",5,14,10
"991","TP2","AA","Single","T1","High","#3","4",1,17,10
"992","TP2","AA","Single","T1","High","#3","4",2,20,10
"993","TP2","AA","Single","T1","High","#3","4",3,20,10
"994","TP2","AA","Single","T1","High","#3","4",4,15,10
"995","TP2","AA","Single","T1","High","#3","4",5,12,10
"996","TP2","AA","Single","T1","High","#3","5",1,20,10
"997","TP2","AA","Single","T1","High","#3","5",2,18,10
"998","TP2","AA","Single","T1","High","#3","5",3,37,10
"999","TP2","AA","Single","T1","High","#3","5",4,32,10
"1000","TP2","AA","Single","T1","High","#3","5",5,22,10
"1001","TP2","AA","Single","T1","High","#3","6",1,16,10
"1002","TP2","AA","Single","T1","High","#3","6",2,27,10
"1003","TP2","AA","Single","T1","High","#3","6",3,14,10
"1004","TP2","AA","Single","T1","High","#3","6",4,19,10
"1005","TP2","AA","Single","T1","High","#3","6",5,14,10
"1006","TP1","AA","Control","T1","High","#1","1",1,45,10
"1007","TP1","AA","Control","T1","High","#1","1",2,60,10
"1008","TP1","AA","Control","T1","High","#1","1",3,62,10
"1009","TP1","AA","Control","T1","High","#1","1",4,57,10
"1010","TP1","AA","Control","T1","High","#1","1",5,61,10
"1011","TP1","AA","Control","T1","High","#1","2",1,41,10
"1012","TP1","AA","Control","T1","High","#1","2",2,67,10
"1013","TP1","AA","Control","T1","High","#1","2",3,38,10
"1014","TP1","AA","Control","T1","High","#1","2",4,49,10
"1015","TP1","AA","Control","T1","High","#1","2",5,50,10
"1016","TP1","AA","Control","T1","High","#1","3",1,34,10
"1017","TP1","AA","Control","T1","High","#1","3",2,46,10
"1018","TP1","AA","Control","T1","High","#1","3",3,49,10
"1019","TP1","AA","Control","T1","High","#1","3",4,56,10
"1020","TP1","AA","Control","T1","High","#1","3",5,62,10
"1021","TP1","AA","Control","T1","High","#1","4",1,57,10
"1022","TP1","AA","Control","T1","High","#1","4",2,50,10
"1023","TP1","AA","Control","T1","High","#1","4",3,55,10
"1024","TP1","AA","Control","T1","High","#1","4",4,54,10
"1025","TP1","AA","Control","T1","High","#1","4",5,49,10
"1026","TP1","AA","Control","T1","High","#1","5",1,46,10
"1027","TP1","AA","Control","T1","High","#1","5",2,49,10
"1028","TP1","AA","Control","T1","High","#1","5",3,57,10
"1029","TP1","AA","Control","T1","High","#1","5",4,46,10
"1030","TP1","AA","Control","T1","High","#1","5",5,42,10
"1031","TP1","AA","Control","T1","High","#1","6",1,76,10
"1032","TP1","AA","Control","T1","High","#1","6",2,46,10
"1033","TP1","AA","Control","T1","High","#1","6",3,52,10
"1034","TP1","AA","Control","T1","High","#1","6",4,57,10
"1035","TP1","AA","Control","T1","High","#1","6",5,59,10
"1036","TP1","AA","Control","T1","High","#2","1",1,39,10
"1037","TP1","AA","Control","T1","High","#2","1",2,54,10
"1038","TP1","AA","Control","T1","High","#2","1",3,45,10
"1039","TP1","AA","Control","T1","High","#2","1",4,66,10
"1040","TP1","AA","Control","T1","High","#2","1",5,51,10
"1041","TP1","AA","Control","T1","High","#2","2",1,34,10
"1042","TP1","AA","Control","T1","High","#2","2",2,52,10
"1043","TP1","AA","Control","T1","High","#2","2",3,59,10
"1044","TP1","AA","Control","T1","High","#2","2",4,40,10
"1045","TP1","AA","Control","T1","High","#2","2",5,48,10
"1046","TP1","AA","Control","T1","High","#2","3",1,50,10
"1047","TP1","AA","Control","T1","High","#2","3",2,51,10
"1048","TP1","AA","Control","T1","High","#2","3",3,45,10
"1049","TP1","AA","Control","T1","High","#2","3",4,48,10
"1050","TP1","AA","Control","T1","High","#2","3",5,45,10
"1051","TP1","AA","Control","T1","High","#2","4",1,61,10
"1052","TP1","AA","Control","T1","High","#2","4",2,43,10
"1053","TP1","AA","Control","T1","High","#2","4",3,46,10
"1054","TP1","AA","Control","T1","High","#2","4",4,45,10
"1055","TP1","AA","Control","T1","High","#2","4",5,41,10
"1056","TP1","AA","Control","T1","High","#2","5",1,51,10
"1057","TP1","AA","Control","T1","High","#2","5",2,62,10
"1058","TP1","AA","Control","T1","High","#2","5",3,50,10
"1059","TP1","AA","Control","T1","High","#2","5",4,59,10
"1060","TP1","AA","Control","T1","High","#2","5",5,53,10
"1061","TP1","AA","Control","T1","High","#2","6",1,53,10
"1062","TP1","AA","Control","T1","High","#2","6",2,50,10
"1063","TP1","AA","Control","T1","High","#2","6",3,44,10
"1064","TP1","AA","Control","T1","High","#2","6",4,44,10
"1065","TP1","AA","Control","T1","High","#2","6",5,48,10
"1066","TP1","AA","Control","T1","High","#3","1",1,53,10
"1067","TP1","AA","Control","T1","High","#3","1",2,54,10
"1068","TP1","AA","Control","T1","High","#3","1",3,38,10
"1069","TP1","AA","Control","T1","High","#3","1",4,55,10
"1070","TP1","AA","Control","T1","High","#3","1",5,44,10
"1071","TP1","AA","Control","T1","High","#3","2",1,34,10
"1072","TP1","AA","Control","T1","High","#3","2",2,43,10
"1073","TP1","AA","Control","T1","High","#3","2",3,52,10
"1074","TP1","AA","Control","T1","High","#3","2",4,41,10
"1075","TP1","AA","Control","T1","High","#3","2",5,47,10
"1076","TP1","AA","Control","T1","High","#3","3",1,50,10
"1077","TP1","AA","Control","T1","High","#3","3",2,42,10
"1078","TP1","AA","Control","T1","High","#3","3",3,56,10
"1079","TP1","AA","Control","T1","High","#3","3",4,55,10
"1080","TP1","AA","Control","T1","High","#3","3",5,46,10
"1081","TP1","AA","Control","T1","High","#3","4",1,62,10
"1082","TP1","AA","Control","T1","High","#3","4",2,49,10
"1083","TP1","AA","Control","T1","High","#3","4",3,57,10
"1084","TP1","AA","Control","T1","High","#3","4",4,49,10
"1085","TP1","AA","Control","T1","High","#3","4",5,49,10
"1086","TP1","AA","Control","T1","High","#3","5",1,58,10
"1087","TP1","AA","Control","T1","High","#3","5",2,40,10
"1088","TP1","AA","Control","T1","High","#3","5",3,36,10
"1089","TP1","AA","Control","T1","High","#3","5",4,39,10
"1090","TP1","AA","Control","T1","High","#3","5",5,56,10
"1091","TP1","AA","Control","T1","High","#3","6",1,46,10
"1092","TP1","AA","Control","T1","High","#3","6",2,44,10
"1093","TP1","AA","Control","T1","High","#3","6",3,48,10
"1094","TP1","AA","Control","T1","High","#3","6",4,54,10
"1095","TP1","AA","Control","T1","High","#3","6",5,50,10
"1096","TP1","AA","Control","T2","Low","#1","1",1,54,10
"1097","TP1","AA","Control","T2","Low","#1","1",2,51,10
"1098","TP1","AA","Control","T2","Low","#1","1",3,47,10
"1099","TP1","AA","Control","T2","Low","#1","1",4,54,10
"1100","TP1","AA","Control","T2","Low","#1","1",5,55,10
"1101","TP1","AA","Control","T2","Low","#1","2",1,36,10
"1102","TP1","AA","Control","T2","Low","#1","2",2,72,10
"1103","TP1","AA","Control","T2","Low","#1","2",3,55,10
"1104","TP1","AA","Control","T2","Low","#1","2",4,57,10
"1105","TP1","AA","Control","T2","Low","#1","2",5,61,10
"1106","TP1","AA","Control","T2","Low","#1","3",1,40,10
"1107","TP1","AA","Control","T2","Low","#1","3",2,55,10
"1108","TP1","AA","Control","T2","Low","#1","3",3,45,10
"1109","TP1","AA","Control","T2","Low","#1","3",4,51,10
"1110","TP1","AA","Control","T2","Low","#1","3",5,49,10
"1111","TP1","AA","Control","T2","Low","#1","4",1,52,10
"1112","TP1","AA","Control","T2","Low","#1","4",2,43,10
"1113","TP1","AA","Control","T2","Low","#1","4",3,61,10
"1114","TP1","AA","Control","T2","Low","#1","4",4,49,10
"1115","TP1","AA","Control","T2","Low","#1","4",5,41,10
"1116","TP1","AA","Control","T2","Low","#1","5",1,56,10
"1117","TP1","AA","Control","T2","Low","#1","5",2,61,10
"1118","TP1","AA","Control","T2","Low","#1","5",3,72,10
"1119","TP1","AA","Control","T2","Low","#1","5",4,71,10
"1120","TP1","AA","Control","T2","Low","#1","5",5,61,10
"1121","TP1","AA","Control","T2","Low","#1","6",1,56,10
"1122","TP1","AA","Control","T2","Low","#1","6",2,68,10
"1123","TP1","AA","Control","T2","Low","#1","6",3,59,10
"1124","TP1","AA","Control","T2","Low","#1","6",4,54,10
"1125","TP1","AA","Control","T2","Low","#1","6",5,47,10
"1126","TP1","AA","Control","T2","Low","#2","1",1,43,10
"1127","TP1","AA","Control","T2","Low","#2","1",2,53,10
"1128","TP1","AA","Control","T2","Low","#2","1",3,46,10
"1129","TP1","AA","Control","T2","Low","#2","1",4,49,10
"1130","TP1","AA","Control","T2","Low","#2","1",5,60,10
"1131","TP1","AA","Control","T2","Low","#2","2",1,59,10
"1132","TP1","AA","Control","T2","Low","#2","2",2,66,10
"1133","TP1","AA","Control","T2","Low","#2","2",3,52,10
"1134","TP1","AA","Control","T2","Low","#2","2",4,37,10
"1135","TP1","AA","Control","T2","Low","#2","2",5,45,10
"1136","TP1","AA","Control","T2","Low","#2","3",1,51,10
"1137","TP1","AA","Control","T2","Low","#2","3",2,61,10
"1138","TP1","AA","Control","T2","Low","#2","3",3,63,10
"1139","TP1","AA","Control","T2","Low","#2","3",4,44,10
"1140","TP1","AA","Control","T2","Low","#2","3",5,47,10
"1141","TP1","AA","Control","T2","Low","#2","4",1,55,10
"1142","TP1","AA","Control","T2","Low","#2","4",2,66,10
"1143","TP1","AA","Control","T2","Low","#2","4",3,50,10
"1144","TP1","AA","Control","T2","Low","#2","4",4,65,10
"1145","TP1","AA","Control","T2","Low","#2","4",5,56,10
"1146","TP1","AA","Control","T2","Low","#2","5",1,60,10
"1147","TP1","AA","Control","T2","Low","#2","5",2,60,10
"1148","TP1","AA","Control","T2","Low","#2","5",3,48,10
"1149","TP1","AA","Control","T2","Low","#2","5",4,59,10
"1150","TP1","AA","Control","T2","Low","#2","5",5,63,10
"1151","TP1","AA","Control","T2","Low","#2","6",1,58,10
"1152","TP1","AA","Control","T2","Low","#2","6",2,58,10
"1153","TP1","AA","Control","T2","Low","#2","6",3,61,10
"1154","TP1","AA","Control","T2","Low","#2","6",4,54,10
"1155","TP1","AA","Control","T2","Low","#2","6",5,47,10
"1156","TP1","AA","Control","T2","Low","#3","1",1,53,10
"1157","TP1","AA","Control","T2","Low","#3","1",2,49,10
"1158","TP1","AA","Control","T2","Low","#3","1",3,58,10
"1159","TP1","AA","Control","T2","Low","#3","1",4,60,10
"1160","TP1","AA","Control","T2","Low","#3","1",5,42,10
"1161","TP1","AA","Control","T2","Low","#3","2",1,52,10
"1162","TP1","AA","Control","T2","Low","#3","2",2,68,10
"1163","TP1","AA","Control","T2","Low","#3","2",3,42,10
"1164","TP1","AA","Control","T2","Low","#3","2",4,57,10
"1165","TP1","AA","Control","T2","Low","#3","2",5,56,10
"1166","TP1","AA","Control","T2","Low","#3","3",1,49,10
"1167","TP1","AA","Control","T2","Low","#3","3",2,52,10
"1168","TP1","AA","Control","T2","Low","#3","3",3,37,10
"1169","TP1","AA","Control","T2","Low","#3","3",4,57,10
"1170","TP1","AA","Control","T2","Low","#3","3",5,55,10
"1171","TP1","AA","Control","T2","Low","#3","4",1,52,10
"1172","TP1","AA","Control","T2","Low","#3","4",2,60,10
"1173","TP1","AA","Control","T2","Low","#3","4",3,50,10
"1174","TP1","AA","Control","T2","Low","#3","4",4,47,10
"1175","TP1","AA","Control","T2","Low","#3","4",5,57,10
"1176","TP1","AA","Control","T2","Low","#3","5",1,44,10
"1177","TP1","AA","Control","T2","Low","#3","5",2,55,10
"1178","TP1","AA","Control","T2","Low","#3","5",3,44,10
"1179","TP1","AA","Control","T2","Low","#3","5",4,44,10
"1180","TP1","AA","Control","T2","Low","#3","5",5,38,10
"1181","TP1","AA","Control","T2","Low","#3","6",1,49,10
"1182","TP1","AA","Control","T2","Low","#3","6",2,45,10
"1183","TP1","AA","Control","T2","Low","#3","6",3,52,10
"1184","TP1","AA","Control","T2","Low","#3","6",4,62,10
"1185","TP1","AA","Control","T2","Low","#3","6",5,47,10
"1186","TP1","AA","Control","T1","Low","#1","1",1,56,10
"1187","TP1","AA","Control","T1","Low","#1","1",2,58,10
"1188","TP1","AA","Control","T1","Low","#1","1",3,54,10
"1189","TP1","AA","Control","T1","Low","#1","1",4,69,10
"1190","TP1","AA","Control","T1","Low","#1","1",5,70,10
"1191","TP1","AA","Control","T1","Low","#1","2",1,49,10
"1192","TP1","AA","Control","T1","Low","#1","2",2,63,10
"1193","TP1","AA","Control","T1","Low","#1","2",3,76,10
"1194","TP1","AA","Control","T1","Low","#1","2",4,50,10
"1195","TP1","AA","Control","T1","Low","#1","2",5,48,10
"1196","TP1","AA","Control","T1","Low","#1","3",1,54,10
"1197","TP1","AA","Control","T1","Low","#1","3",2,66,10
"1198","TP1","AA","Control","T1","Low","#1","3",3,61,10
"1199","TP1","AA","Control","T1","Low","#1","3",4,63,10
"1200","TP1","AA","Control","T1","Low","#1","3",5,58,10
"1201","TP1","AA","Control","T1","Low","#1","4",1,65,10
"1202","TP1","AA","Control","T1","Low","#1","4",2,47,10
"1203","TP1","AA","Control","T1","Low","#1","4",3,66,10
"1204","TP1","AA","Control","T1","Low","#1","4",4,84,10
"1205","TP1","AA","Control","T1","Low","#1","4",5,55,10
"1206","TP1","AA","Control","T1","Low","#1","5",1,51,10
"1207","TP1","AA","Control","T1","Low","#1","5",2,56,10
"1208","TP1","AA","Control","T1","Low","#1","5",3,55,10
"1209","TP1","AA","Control","T1","Low","#1","5",4,59,10
"1210","TP1","AA","Control","T1","Low","#1","5",5,62,10
"1211","TP1","AA","Control","T1","Low","#1","6",1,66,10
"1212","TP1","AA","Control","T1","Low","#1","6",2,89,10
"1213","TP1","AA","Control","T1","Low","#1","6",3,66,10
"1214","TP1","AA","Control","T1","Low","#1","6",4,61,10
"1215","TP1","AA","Control","T1","Low","#1","6",5,64,10
"1216","TP1","AA","Control","T1","Low","#3","1",1,21,10
"1217","TP1","AA","Control","T1","Low","#3","1",2,25,10
"1218","TP1","AA","Control","T1","Low","#3","1",3,34,10
"1219","TP1","AA","Control","T1","Low","#3","1",4,25,10
"1220","TP1","AA","Control","T1","Low","#3","1",5,21,10
"1221","TP1","AA","Control","T1","Low","#3","2",1,25,10
"1222","TP1","AA","Control","T1","Low","#3","2",2,38,10
"1223","TP1","AA","Control","T1","Low","#3","2",3,31,10
"1224","TP1","AA","Control","T1","Low","#3","2",4,28,10
"1225","TP1","AA","Control","T1","Low","#3","2",5,28,10
"1226","TP1","AA","Control","T1","Low","#3","3",1,23,10
"1227","TP1","AA","Control","T1","Low","#3","3",2,19,10
"1228","TP1","AA","Control","T1","Low","#3","3",3,26,10
"1229","TP1","AA","Control","T1","Low","#3","3",4,20,10
"1230","TP1","AA","Control","T1","Low","#3","3",5,18,10
"1231","TP1","AA","Control","T1","Low","#3","4",1,20,10
"1232","TP1","AA","Control","T1","Low","#3","4",2,25,10
"1233","TP1","AA","Control","T1","Low","#3","4",3,28,10
"1234","TP1","AA","Control","T1","Low","#3","4",4,24,10
"1235","TP1","AA","Control","T1","Low","#3","4",5,24,10
"1236","TP1","AA","Control","T1","Low","#3","5",1,18,10
"1237","TP1","AA","Control","T1","Low","#3","5",2,18,10
"1238","TP1","AA","Control","T1","Low","#3","5",3,27,10
"1239","TP1","AA","Control","T1","Low","#3","5",4,29,10
"1240","TP1","AA","Control","T1","Low","#3","5",5,25,10
"1241","TP1","AA","Control","T1","Low","#3","6",1,26,10
"1242","TP1","AA","Control","T1","Low","#3","6",2,33,10
"1243","TP1","AA","Control","T1","Low","#3","6",3,26,10
"1244","TP1","AA","Control","T1","Low","#3","6",4,25,10
"1245","TP1","AA","Control","T1","Low","#3","6",5,36,10
"1246","TP1","AA","Control","T1","Low","#2","1",1,31,10
"1247","TP1","AA","Control","T1","Low","#2","1",2,28,10
"1248","TP1","AA","Control","T1","Low","#2","1",3,31,10
"1249","TP1","AA","Control","T1","Low","#2","1",4,27,10
"1250","TP1","AA","Control","T1","Low","#2","1",5,27,10
"1251","TP1","AA","Control","T1","Low","#2","2",1,36,10
"1252","TP1","AA","Control","T1","Low","#2","2",2,42,10
"1253","TP1","AA","Control","T1","Low","#2","2",3,40,10
"1254","TP1","AA","Control","T1","Low","#2","2",4,41,10
"1255","TP1","AA","Control","T1","Low","#2","2",5,50,10
"1256","TP1","AA","Control","T1","Low","#2","3",1,33,10
"1257","TP1","AA","Control","T1","Low","#2","3",2,48,10
"1258","TP1","AA","Control","T1","Low","#2","3",3,31,10
"1259","TP1","AA","Control","T1","Low","#2","3",4,46,10
"1260","TP1","AA","Control","T1","Low","#2","3",5,31,10
"1261","TP1","AA","Control","T1","Low","#2","4",1,34,10
"1262","TP1","AA","Control","T1","Low","#2","4",2,20,10
"1263","TP1","AA","Control","T1","Low","#2","4",3,37,10
"1264","TP1","AA","Control","T1","Low","#2","4",4,26,10
"1265","TP1","AA","Control","T1","Low","#2","4",5,22,10
"1266","TP1","AA","Control","T1","Low","#2","5",1,34,10
"1267","TP1","AA","Control","T1","Low","#2","5",2,34,10
"1268","TP1","AA","Control","T1","Low","#2","5",3,30,10
"1269","TP1","AA","Control","T1","Low","#2","5",4,28,10
"1270","TP1","AA","Control","T1","Low","#2","5",5,23,10
"1271","TP1","AA","Control","T1","Low","#2","6",1,45,10
"1272","TP1","AA","Control","T1","Low","#2","6",2,47,10
"1273","TP1","AA","Control","T1","Low","#2","6",3,37,10
"1274","TP1","AA","Control","T1","Low","#2","6",4,41,10
"1275","TP1","AA","Control","T1","Low","#2","6",5,39,10
"1276","TP1","AA","Control","T2","High","#3","1",1,30,10
"1277","TP1","AA","Control","T2","High","#3","1",2,39,10
"1278","TP1","AA","Control","T2","High","#3","1",3,27,10
"1279","TP1","AA","Control","T2","High","#3","1",4,20,10
"1280","TP1","AA","Control","T2","High","#3","1",5,26,10
"1281","TP1","AA","Control","T2","High","#3","2",1,33,10
"1282","TP1","AA","Control","T2","High","#3","2",2,37,10
"1283","TP1","AA","Control","T2","High","#3","2",3,27,10
"1284","TP1","AA","Control","T2","High","#3","2",4,28,10
"1285","TP1","AA","Control","T2","High","#3","2",5,32,10
"1286","TP1","AA","Control","T2","High","#3","3",1,38,10
"1287","TP1","AA","Control","T2","High","#3","3",2,30,10
"1288","TP1","AA","Control","T2","High","#3","3",3,35,10
"1289","TP1","AA","Control","T2","High","#3","3",4,31,10
"1290","TP1","AA","Control","T2","High","#3","3",5,46,10
"1291","TP1","AA","Control","T2","High","#3","4",1,36,10
"1292","TP1","AA","Control","T2","High","#3","4",2,35,10
"1293","TP1","AA","Control","T2","High","#3","4",3,31,10
"1294","TP1","AA","Control","T2","High","#3","4",4,46,10
"1295","TP1","AA","Control","T2","High","#3","4",5,36,10
"1296","TP1","AA","Control","T2","High","#3","5",1,44,10
"1297","TP1","AA","Control","T2","High","#3","5",2,41,10
"1298","TP1","AA","Control","T2","High","#3","5",3,26,10
"1299","TP1","AA","Control","T2","High","#3","5",4,25,10
"1300","TP1","AA","Control","T2","High","#3","5",5,31,10
"1301","TP1","AA","Control","T2","High","#3","6",1,33,10
"1302","TP1","AA","Control","T2","High","#3","6",2,40,10
"1303","TP1","AA","Control","T2","High","#3","6",3,30,10
"1304","TP1","AA","Control","T2","High","#3","6",4,22,10
"1305","TP1","AA","Control","T2","High","#3","6",5,19,10
"1306","TP1","AA","Control","T2","High","#2","1",1,39,10
"1307","TP1","AA","Control","T2","High","#2","1",2,26,10
"1308","TP1","AA","Control","T2","High","#2","1",3,31,10
"1309","TP1","AA","Control","T2","High","#2","1",4,28,10
"1310","TP1","AA","Control","T2","High","#2","1",5,44,10
"1311","TP1","AA","Control","T2","High","#2","2",1,23,10
"1312","TP1","AA","Control","T2","High","#2","2",2,21,10
"1313","TP1","AA","Control","T2","High","#2","2",3,28,10
"1314","TP1","AA","Control","T2","High","#2","2",4,29,10
"1315","TP1","AA","Control","T2","High","#2","2",5,20,10
"1316","TP1","AA","Control","T2","High","#2","3",1,40,10
"1317","TP1","AA","Control","T2","High","#2","3",2,49,10
"1318","TP1","AA","Control","T2","High","#2","3",3,45,10
"1319","TP1","AA","Control","T2","High","#2","3",4,46,10
"1320","TP1","AA","Control","T2","High","#2","3",5,51,10
"1321","TP1","AA","Control","T2","High","#2","4",1,53,10
"1322","TP1","AA","Control","T2","High","#2","4",2,30,10
"1323","TP1","AA","Control","T2","High","#2","4",3,43,10
"1324","TP1","AA","Control","T2","High","#2","4",4,43,10
"1325","TP1","AA","Control","T2","High","#2","4",5,38,10
"1326","TP1","AA","Control","T2","High","#2","5",1,50,10
"1327","TP1","AA","Control","T2","High","#2","5",2,51,10
"1328","TP1","AA","Control","T2","High","#2","5",3,57,10
"1329","TP1","AA","Control","T2","High","#2","5",4,49,10
"1330","TP1","AA","Control","T2","High","#2","5",5,50,10
"1331","TP1","AA","Control","T2","High","#2","6",1,51,10
"1332","TP1","AA","Control","T2","High","#2","6",2,70,10
"1333","TP1","AA","Control","T2","High","#2","6",3,73,10
"1334","TP1","AA","Control","T2","High","#2","6",4,62,10
"1335","TP1","AA","Control","T2","High","#2","6",5,51,10
"1336","TP1","AA","Control","T2","High","#3","1",1,46,10
"1337","TP1","AA","Control","T2","High","#3","1",2,52,10
"1338","TP1","AA","Control","T2","High","#3","1",3,48,10
"1339","TP1","AA","Control","T2","High","#3","1",4,61,10
"1340","TP1","AA","Control","T2","High","#3","1",5,52,10
"1341","TP1","AA","Control","T2","High","#3","2",1,28,10
"1342","TP1","AA","Control","T2","High","#3","2",2,17,10
"1343","TP1","AA","Control","T2","High","#3","2",3,28,10
"1344","TP1","AA","Control","T2","High","#3","2",4,45,10
"1345","TP1","AA","Control","T2","High","#3","2",5,29,10
"1346","TP1","AA","Control","T2","High","#3","3",1,70,10
"1347","TP1","AA","Control","T2","High","#3","3",2,59,10
"1348","TP1","AA","Control","T2","High","#3","3",3,61,10
"1349","TP1","AA","Control","T2","High","#3","3",4,65,10
"1350","TP1","AA","Control","T2","High","#3","3",5,63,10
"1351","TP1","AA","Control","T2","High","#3","4",1,67,10
"1352","TP1","AA","Control","T2","High","#3","4",2,60,10
"1353","TP1","AA","Control","T2","High","#3","4",3,49,10
"1354","TP1","AA","Control","T2","High","#3","4",4,53,10
"1355","TP1","AA","Control","T2","High","#3","4",5,65,10
"1356","TP1","AA","Control","T2","High","#3","5",1,74,10
"1357","TP1","AA","Control","T2","High","#3","5",2,63,10
"1358","TP1","AA","Control","T2","High","#3","5",3,69,10
"1359","TP1","AA","Control","T2","High","#3","5",4,65,10
"1360","TP1","AA","Control","T2","High","#3","5",5,56,10
"1361","TP1","AA","Control","T2","High","#3","6",1,62,10
"1362","TP1","AA","Control","T2","High","#3","6",2,54,10
"1363","TP1","AA","Control","T2","High","#3","6",3,63,10
"1364","TP1","AA","Control","T2","High","#3","6",4,54,10
"1365","TP1","AA","Control","T2","High","#3","6",5,68,10
"1366","TP1","AA","Single","T1","Low","#2","1",1,36,10
"1367","TP1","AA","Single","T1","Low","#2","1",2,19,10
"1368","TP1","AA","Single","T1","Low","#2","1",3,25,10
"1369","TP1","AA","Single","T1","Low","#2","1",4,28,10
"1370","TP1","AA","Single","T1","Low","#2","1",5,34,10
"1371","TP1","AA","Single","T1","Low","#2","2",1,31,10
"1372","TP1","AA","Single","T1","Low","#2","2",2,30,10
"1373","TP1","AA","Single","T1","Low","#2","2",3,28,10
"1374","TP1","AA","Single","T1","Low","#2","2",4,24,10
"1375","TP1","AA","Single","T1","Low","#2","2",5,15,10
"1376","TP1","AA","Single","T1","Low","#2","3",1,29,10
"1377","TP1","AA","Single","T1","Low","#2","3",2,15,10
