"","Timepoint","Species","Trajectory","Tank","Flow","Coral","HM","Square","Count","Dilution"
"1833","TP2","AA","Control","T1","High","#1","4",3,10,15
"1834","TP2","AA","Control","T1","High","#1","4",4,8,15
"1835","TP2","AA","Control","T1","High","#1","4",5,11,15
"1836","TP2","AA","Control","T1","High","#1","5",1,16,15
"1837","TP2","AA","Control","T1","High","#1","5",2,10,15
"1838","TP2","AA","Control","T1","High","#1","5",3,10,15
"1839","TP2","AA","Control","T1","High","#1","5",4,11,15
"1840","TP2","AA","Control","T1","High","#1","5",5,8,15
"1841","TP2","AA","Control","T1","High","#1","6",1,14,15
"1842","TP2","AA","Control","T1","High","#1","6",2,13,15
"1843","TP2","AA","Control","T1","High","#1","6",3,20,15
"1844","TP2","AA","Control","T1","High","#1","6",4,13,15
"1845","TP2","AA","Control","T1","High","#1","6",5,13,15
"1846","TP2","AA","Single","T2","High","#1","1",1,17,15
"1847","TP2","AA","Single","T2","High","#1","1",2,17,15
"1848","TP2","AA","Single","T2","High","#1","1",3,13,15
"1849","TP2","AA","Single","T2","High","#1","1",4,24,15
"1850","TP2","AA","Single","T2","High","#1","1",5,22,15
"1851","TP2","AA","Single","T2","High","#1","2",1,17,15
"1852","TP2","AA","Single","T2","High","#1","2",2,23,15
"1853","TP2","AA","Single","T2","High","#1","2",3,22,15
"1854","TP2","AA","Single","T2","High","#1","2",4,18,15
"1855","TP2","AA","Single","T2","High","#1","2",5,27,15
"1856","TP2","AA","Single","T2","High","#1","3",1,21,15
"1857","TP2","AA","Single","T2","High","#1","3",2,12,15
"1858","TP2","AA","Single","T2","High","#1","3",3,20,15
"1859","TP2","AA","Single","T2","High","#1","3",4,25,15
"1860","TP2","AA","Single","T2","High","#1","3",5,24,15
"1861","TP2","AA","Single","T2","High","#1","4",1,17,15
"1862","TP2","AA","Single","T2","High","#1","4",2,21,15
"1863","TP2","AA","Single","T2","High","#1","4",3,22,15
"1864","TP2","AA","Single","T2","High","#1","4",4,21,15
"1865","TP2","AA","Single","T2","High","#1","4",5,20,15
"1866","TP2","AA","Single","T2","High","#1","5",1,3,15
"1867","TP2","AA","Single","T2","High","#1","5",2,5,15
"1868","TP2","AA","Single","T2","High","#1","5",3,8,15
"1869","TP2","AA","Single","T2","High","#1","5",4,7,15
"1870","TP2","AA","Single","T2","High","#1","5",5,6,15
"1871","TP2","AA","Single","T2","High","#1","6",1,16,15
"1872","TP2","AA","Single","T2","High","#1","6",2,11,15
"1873","TP2","AA","Single","T2","High","#1","6",3,7,15
"1874","TP2","AA","Single","T2","High","#1","6",4,5,15
"1875","TP2","AA","Single","T2","High","#1","6",5,6,15
"1876","TP2","AA","Control","T2","Low","#3","1",1,11,15
"1877","TP2","AA","Control","T2","Low","#3","1",2,21,15
"1878","TP2","AA","Control","T2","Low","#3","1",3,18,15
"1879","TP2","AA","Control","T2","Low","#3","1",4,21,15
"1880","TP2","AA","Control","T2","Low","#3","1",5,19,15
"1881","TP2","AA","Control","T2","Low","#3","2",1,18,15
"1882","TP2","AA","Control","T2","Low","#3","2",2,15,15
"1883","TP2","AA","Control","T2","Low","#3","2",3,13,15
"1884","TP2","AA","Control","T2","Low","#3","2",4,15,15
"1885","TP2","AA","Control","T2","Low","#3","2",5,17,15
"1886","TP2","AA","Control","T2","Low","#3","3",1,23,15
"1887","TP2","AA","Control","T2","Low","#3","3",2,21,15
"1888","TP2","AA","Control","T2","Low","#3","3",3,18,15
"1889","TP2","AA","Control","T2","Low","#3","3",4,15,15
"1890","TP2","AA","Control","T2","Low","#3","3",5,18,15
"1891","TP2","AA","Control","T2","Low","#3","4",1,12,15
"1892","TP2","AA","Control","T2","Low","#3","4",2,20,15
"1893","TP2","AA","Control","T2","Low","#3","4",3,10,15
"1894","TP2","AA","Control","T2","Low","#3","4",4,12,15
"1895","TP2","AA","Control","T2","Low","#3","4",5,15,15
"1896","TP2","AA","Control","T2","Low","#3","5",1,14,15
"1897","TP2","AA","Control","T2","Low","#3","5",2,14,15
"1898","TP2","AA","Control","T2","Low","#3","5",3,15,15
"1899","TP2","AA","Control","T2","Low","#3","5",4,14,15
"1900","TP2","AA","Control","T2","Low","#3","5",5,13,15
"1901","TP2","AA","Control","T2","Low","#3","6",1,20,15
"1902","TP2","AA","Control","T2","Low","#3","6",2,19,15
"1903","TP2","AA","Control","T2","Low","#3","6",3,21,15
"1904","TP2","AA","Control","T2","Low","#3","6",4,15,15
"1905","TP2","AA","Control","T2","Low","#3","6",5,15,15
"1906","TP2","AA","Control","T2","High","#3","1",1,40,15
"1907","TP2","AA","Control","T2","High","#3","1",2,43,15
"1908","TP2","AA","Control","T2","High","#3","1",3,36,15
"1909","TP2","AA","Control","T2","High","#3","1",4,46,15
"1910","TP2","AA","Control","T2","High","#3","1",5,32,15
"1911","TP2","AA","Control","T2","High","#3","2",1,33,15
"1912","TP2","AA","Control","T2","High","#3","2",2,37,15
"1913","TP2","AA","Control","T2","High","#3","2",3,45,15
"1914","TP2","AA","Control","T2","High","#3","2",4,40,15
"1915","TP2","AA","Control","T2","High","#3","2",5,41,15
"1916","TP2","AA","Control","T2","High","#3","3",1,34,15
"1917","TP2","AA","Control","T2","High","#3","3",2,39,15
"1918","TP2","AA","Control","T2","High","#3","3",3,34,15
"1919","TP2","AA","Control","T2","High","#3","3",4,31,15
"1920","TP2","AA","Control","T2","High","#3","3",5,46,15
"1921","TP2","AA","Control","T2","High","#3","4",1,35,15
"1922","TP2","AA","Control","T2","High","#3","4",2,39,15
"1923","TP2","AA","Control","T2","High","#3","4",3,47,15
"1924","TP2","AA","Control","T2","High","#3","4",4,43,15
"1925","TP2","AA","Control","T2","High","#3","4",5,37,15
"1926","TP2","AA","Control","T2","High","#3","5",1,43,15
"1927","TP2","AA","Control","T2","High","#3","5",2,47,15
"1928","TP2","AA","Control","T2","High","#3","5",3,33,15
"1929","TP2","AA","Control","T2","High","#3","5",4,33,15
"1930","TP2","AA","Control","T2","High","#3","5",5,39,15
"1931","TP2","AA","Control","T2","High","#3","6",1,42,15
"1932","TP2","AA","Control","T2","High","#3","6",2,43,15
"1933","TP2","AA","Control","T2","High","#3","6",3,30,15
"1934","TP2","AA","Control","T2","High","#3","6",4,37,15
"1935","TP2","AA","Control","T2","High","#3","6",5,35,15
"1936","TP2","AA","Control","T2","High","#2","1",1,25,15
"1937","TP2","AA","Control","T2","High","#2","1",2,23,15
"1938","TP2","AA","Control","T2","High","#2","1",3,26,15
"1939","TP2","AA","Control","T2","High","#2","1",4,20,15
"1940","TP2","AA","Control","T2","High","#2","1",5,17,15
"1941","TP2","AA","Control","T2","High","#2","2",1,16,15
"1942","TP2","AA","Control","T2","High","#2","2",2,18,15
"1943","TP2","AA","Control","T2","High","#2","2",3,21,15
"1944","TP2","AA","Control","T2","High","#2","2",4,26,15
"1945","TP2","AA","Control","T2","High","#2","2",5,23,15
"1946","TP2","AA","Control","T2","High","#2","3",1,16,15
"1947","TP2","AA","Control","T2","High","#2","3",2,16,15
"1948","TP2","AA","Control","T2","High","#2","3",3,18,15
"1949","TP2","AA","Control","T2","High","#2","3",4,22,15
"1950","TP2","AA","Control","T2","High","#2","3",5,18,15
"1951","TP2","AA","Control","T2","High","#2","4",1,22,15
"1952","TP2","AA","Control","T2","High","#2","4",2,19,15
"1953","TP2","AA","Control","T2","High","#2","4",3,16,15
"1954","TP2","AA","Control","T2","High","#2","4",4,17,15
"1955","TP2","AA","Control","T2","High","#2","4",5,22,15
"1956","TP2","AA","Control","T2","High","#2","5",1,23,15
"1957","TP2","AA","Control","T2","High","#2","5",2,19,15
"1958","TP2","AA","Control","T2","High","#2","5",3,21,15
"1959","TP2","AA","Control","T2","High","#2","5",4,22,15
"1960","TP2","AA","Control","T2","High","#2","5",5,20,15
"1961","TP2","AA","Control","T2","High","#2","6",1,20,15
"1962","TP2","AA","Control","T2","High","#2","6",2,15,15
"1963","TP2","AA","Control","T2","High","#2","6",3,11,15
"1964","TP2","AA","Control","T2","High","#2","6",4,16,15
"1965","TP2","AA","Control","T2","High","#2","6",5,16,15
"1966","TP2","AA","Protective","T1","High","#1","1",1,14,15
"1967","TP2","AA","Protective","T1","High","#1","1",2,16,15
"1968","TP2","AA","Protective","T1","High","#1","1",3,12,15
"1969","TP2","AA","Protective","T1","High","#1","1",4,5,15
"1970","TP2","AA","Protective","T1","High","#1","1",5,11,15
"1971","TP2","AA","Protective","T1","High","#1","2",1,11,15
"1972","TP2","AA","Protective","T1","High","#1","2",2,14,15
"1973","TP2","AA","Protective","T1","High","#1","2",3,7,15
"1974","TP2","AA","Protective","T1","High","#1","2",4,12,15
"1975","TP2","AA","Protective","T1","High","#1","2",5,15,15
"1976","TP2","AA","Protective","T1","High","#1","3",1,9,15
"1977","TP2","AA","Protective","T1","High","#1","3",2,7,15
"1978","TP2","AA","Protective","T1","High","#1","3",3,6,15
"1979","TP2","AA","Protective","T1","High","#1","3",4,6,15
"1980","TP2","AA","Protective","T1","High","#1","3",5,11,15
"1981","TP2","AA","Protective","T1","High","#1","4",1,16,15
"1982","TP2","AA","Protective","T1","High","#1","4",2,16,15
"1983","TP2","AA","Protective","T1","High","#1","4",3,11,15
"1984","TP2","AA","Protective","T1","High","#1","4",4,14,15
"1985","TP2","AA","Protective","T1","High","#1","4",5,10,15
"1986","TP2","AA","Protective","T1","High","#1","5",1,15,15
"1987","TP2","AA","Protective","T1","High","#1","5",2,14,15
"1988","TP2","AA","Protective","T1","High","#1","5",3,12,15
"1989","TP2","AA","Protective","T1","High","#1","5",4,9,15
"1990","TP2","AA","Protective","T1","High","#1","5",5,12,15
"1991","TP2","AA","Protective","T1","High","#1","6",1,12,15
"1992","TP2","AA","Protective","T1","High","#1","6",2,15,15
"1993","TP2","AA","Protective","T1","High","#1","6",3,9,15
"1994","TP2","AA","Protective","T1","High","#1","6",4,10,15
"1995","TP2","AA","Protective","T1","High","#1","6",5,11,15
"1996","TP2","AA","Single","T2","Low","#1","1",1,15,15
"1997","TP2","AA","Single","T2","Low","#1","1",2,21,15
"1998","TP2","AA","Single","T2","Low","#1","1",3,13,15
"1999","TP2","AA","Single","T2","Low","#1","1",4,22,15
"2000","TP2","AA","Single","T2","Low","#1","1",5,18,15
"2001","TP2","AA","Single","T2","Low","#1","2",1,18,15
"2002","TP2","AA","Single","T2","Low","#1","2",2,27,15
"2003","TP2","AA","Single","T2","Low","#1","2",3,27,15
"2004","TP2","AA","Single","T2","Low","#1","2",4,18,15
"2005","TP2","AA","Single","T2","Low","#1","2",5,20,15
"2006","TP2","AA","Single","T2","Low","#1","3",1,17,15
"2007","TP2","AA","Single","T2","Low","#1","3",2,20,15
"2008","TP2","AA","Single","T2","Low","#1","3",3,19,15
"2009","TP2","AA","Single","T2","Low","#1","3",4,22,15
"2010","TP2","AA","Single","T2","Low","#1","3",5,14,15
"2011","TP2","AA","Single","T2","Low","#1","4",1,19,15
"2012","TP2","AA","Single","T2","Low","#1","4",2,16,15
"2013","TP2","AA","Single","T2","Low","#1","4",3,14,15
"2014","TP2","AA","Single","T2","Low","#1","4",4,13,15
"2015","TP2","AA","Single","T2","Low","#1","4",5,16,15
"2016","TP2","AA","Single","T2","Low","#1","5",1,16,15
"2017","TP2","AA","Single","T2","Low","#1","5",2,20,15
"2018","TP2","AA","Single","T2","Low","#1","5",3,16,15
"2019","TP2","AA","Single","T2","Low","#1","5",4,16,15
"2020","TP2","AA","Single","T2","Low","#1","5",5,19,15
"2021","TP2","AA","Single","T2","Low","#1","6",1,4,15
"2022","TP2","AA","Single","T2","Low","#1","6",2,9,15
"2023","TP2","AA","Single","T2","Low","#1","6",3,11,15
"2024","TP2","AA","Single","T2","Low","#1","6",4,17,15
"2025","TP2","AA","Single","T2","Low","#1","6",5,13,15
"2026","TP1","AA","Single","T1","High","#1","1",1,11,10
"2027","TP1","AA","Single","T1","High","#1","1",2,20,10
"2028","TP1","AA","Single","T1","High","#1","1",3,22,10
"2029","TP1","AA","Single","T1","High","#1","1",4,22,10
"2030","TP1","AA","Single","T1","High","#1","1",5,20,10
"2031","TP1","AA","Single","T1","High","#1","2",1,21,10
"2032","TP1","AA","Single","T1","High","#1","2",2,26,10
"2033","TP1","AA","Single","T1","High","#1","2",3,21,10
"2034","TP1","AA","Single","T1","High","#1","2",4,25,10
"2035","TP1","AA","Single","T1","High","#1","2",5,28,10
"2036","TP1","AA","Single","T1","High","#1","3",1,30,10
"2037","TP1","AA","Single","T1","High","#1","3",2,17,10
"2038","TP1","AA","Single","T1","High","#1","3",3,22,10
"2039","TP1","AA","Single","T1","High","#1","3",4,20,10
"2040","TP1","AA","Single","T1","High","#1","3",5,26,10
"2041","TP1","AA","Single","T1","High","#1","4",1,20,10
"2042","TP1","AA","Single","T1","High","#1","4",2,16,10
"2043","TP1","AA","Single","T1","High","#1","4",3,20,10
"2044","TP1","AA","Single","T1","High","#1","4",4,16,10
"2045","TP1","AA","Single","T1","High","#1","4",5,22,10
"2046","TP1","AA","Single","T1","High","#1","5",1,21,10
"2047","TP1","AA","Single","T1","High","#1","5",2,23,10
"2048","TP1","AA","Single","T1","High","#1","5",3,21,10
"2049","TP1","AA","Single","T1","High","#1","5",4,24,10
"2050","TP1","AA","Single","T1","High","#1","5",5,25,10
"2051","TP1","AA","Single","T1","High","#1","6",1,14,10
"2052","TP1","AA","Single","T1","High","#1","6",2,23,10
"2053","TP1","AA","Single","T1","High","#1","6",3,16,10
"2054","TP1","AA","Single","T1","High","#1","6",4,33,10
"2055","TP1","AA","Single","T1","High","#1","6",5,25,10
"2056","TP1","AA","Single","T1","High","#3","1",1,38,10
"2057","TP1","AA","Single","T1","High","#3","1",2,29,10
"2058","TP1","AA","Single","T1","High","#3","1",3,20,10
"2059","TP1","AA","Single","T1","High","#3","1",4,34,10
"2060","TP1","AA","Single","T1","High","#3","1",5,24,10
"2061","TP1","AA","Single","T1","High","#3","2",1,34,10
"2062","TP1","AA","Single","T1","High","#3","2",2,37,10
"2063","TP1","AA","Single","T1","High","#3","2",3,45,10
"2064","TP1","AA","Single","T1","High","#3","2",4,30,10
"2065","TP1","AA","Single","T1","High","#3","2",5,30,10
"2066","TP1","AA","Single","T1","High","#3","3",1,27,10
"2067","TP1","AA","Single","T1","High","#3","3",2,27,10
"2068","TP1","AA","Single","T1","High","#3","3",3,21,10
"2069","TP1","AA","Single","T1","High","#3","3",4,39,10
"2070","TP1","AA","Single","T1","High","#3","3",5,25,10
"2071","TP1","AA","Single","T1","High","#3","4",1,26,10
"2072","TP1","AA","Single","T1","High","#3","4",2,27,10
"2073","TP1","AA","Single","T1","High","#3","4",3,17,10
"2074","TP1","AA","Single","T1","High","#3","4",4,38,10
"2075","TP1","AA","Single","T1","High","#3","4",5,28,10
"2076","TP1","AA","Single","T1","High","#3","5",1,42,10
"2077","TP1","AA","Single","T1","High","#3","5",2,33,10
"2078","TP1","AA","Single","T1","High","#3","5",3,39,10
"2079","TP1","AA","Single","T1","High","#3","5",4,29,10
"2080","TP1","AA","Single","T1","High","#3","5",5,32,10
"2081","TP1","AA","Single","T1","High","#3","6",1,32,10
"2082","TP1","AA","Single","T1","High","#3","6",2,35,10
"2083","TP1","AA","Single","T1","High","#3","6",3,35,10
"2084","TP1","AA","Single","T1","High","#3","6",4,38,10
"2085","TP1","AA","Single","T1","High","#3","6",5,22,10
"2086","TP2","AA","Protective","T2","Low","#3","1",1,7,10
"2087","TP2","AA","Protective","T2","Low","#3","1",2,7,10
"2088","TP2","AA","Protective","T2","Low","#3","1",3,6,10
"2089","TP2","AA","Protective","T2","Low","#3","1",4,12,10
"2090","TP2","AA","Protective","T2","Low","#3","1",5,13,10
"2091","TP2","AA","Protective","T2","Low","#3","2",1,9,10
"2092","TP2","AA","Protective","T2","Low","#3","2",2,8,10
"2093","TP2","AA","Protective","T2","Low","#3","2",3,9,10
"2094","TP2","AA","Protective","T2","Low","#3","2",4,6,10
"2095","TP2","AA","Protective","T2","Low","#3","2",5,4,10
"2096","TP2","AA","Protective","T2","Low","#3","3",1,10,10
"2097","TP2","AA","Protective","T2","Low","#3","3",2,11,10
"2098","TP2","AA","Protective","T2","Low","#3","3",3,10,10
"2099","TP2","AA","Protective","T2","Low","#3","3",4,8,10
"2100","TP2","AA","Protective","T2","Low","#3","3",5,8,10
"2101","TP2","AA","Protective","T2","Low","#3","4",1,12,10
"2102","TP2","AA","Protective","T2","Low","#3","4",2,12,10
"2103","TP2","AA","Protective","T2","Low","#3","4",3,11,10
"2104","TP2","AA","Protective","T2","Low","#3","4",4,11,10
"2105","TP2","AA","Protective","T2","Low","#3","4",5,10,10
"2106","TP2","AA","Protective","T2","Low","#3","5",1,4,10
"2107","TP2","AA","Protective","T2","Low","#3","5",2,7,10
"2108","TP2","AA","Protective","T2","Low","#3","5",3,10,10
"2109","TP2","AA","Protective","T2","Low","#3","5",4,10,10
"2110","TP2","AA","Protective","T2","Low","#3","5",5,12,10
"2111","TP2","AA","Protective","T2","Low","#3","6",1,6,10
"2112","TP2","AA","Protective","T2","Low","#3","6",2,11,10
"2113","TP2","AA","Protective","T2","Low","#3","6",3,9,10
"2114","TP2","AA","Protective","T2","Low","#3","6",4,9,10
"2115","TP2","AA","Protective","T2","Low","#3","6",5,6,10
"2116","TP2","AA","Single","T1","High","#1","1",1,19,10
"2117","TP2","AA","Single","T1","High","#1","1",2,16,10
"2118","TP2","AA","Single","T1","High","#1","1",3,25,10
"2119","TP2","AA","Single","T1","High","#1","1",4,12,10
"2120","TP2","AA","Single","T1","High","#1","1",5,10,10
"2121","TP2","AA","Single","T1","High","#1","2",1,10,10
"2122","TP2","AA","Single","T1","High","#1","2",2,11,10
"2123","TP2","AA","Single","T1","High","#1","2",3,20,10
"2124","TP2","AA","Single","T1","High","#1","2",4,14,10
"2125","TP2","AA","Single","T1","High","#1","2",5,15,10
"2126","TP2","AA","Single","T1","High","#1","3",1,15,10
"2127","TP2","AA","Single","T1","High","#1","3",2,20,10
"2128","TP2","AA","Single","T1","High","#1","3",3,6,10
"2129","TP2","AA","Single","T1","High","#1","3",4,15,10
"2130","TP2","AA","Single","T1","High","#1","3",5,14,10
"2131","TP2","AA","Single","T1","High","#1","4",1,21,10
"2132","TP2","AA","Single","T1","High","#1","4",2,16,10
"2133","TP2","AA","Single","T1","High","#1","4",3,11,10
"2134","TP2","AA","Single","T1","High","#1","4",4,11,10
"2135","TP2","AA","Single","T1","High","#1","4",5,20,10
"2136","TP2","AA","Single","T1","High","#1","5",1,13,10
"2137","TP2","AA","Single","T1","High","#1","5",2,19,10
"2138","TP2","AA","Single","T1","High","#1","5",3,19,10
"2139","TP2","AA","Single","T1","High","#1","5",4,11,10
"2140","TP2","AA","Single","T1","High","#1","5",5,19,10
"2141","TP2","AA","Single","T1","High","#1","6",1,24,10
"2142","TP2","AA","Single","T1","High","#1","6",2,10,10
"2143","TP2","AA","Single","T1","High","#1","6",3,13,10
"2144","TP2","AA","Single","T1","High","#1","6",4,19,10
"2145","TP2","AA","Single","T1","High","#1","6",5,16,10
"2146","TP2","AA","Single","T1","High","#2","1",1,17,10
"2147","TP2","AA","Single","T1","High","#2","1",2,19,10
"2148","TP2","AA","Single","T1","High","#2","1",3,21,10
"2149","TP2","AA","Single","T1","High","#2","1",4,15,10
"2150","TP2","AA","Single","T1","High","#2","1",5,19,10
"2151","TP2","AA","Single","T1","High","#2","2",1,19,10
"2152","TP2","AA","Single","T1","High","#2","2",2,19,10
"2153","TP2","AA","Single","T1","High","#2","2",3,18,10
"2154","TP2","AA","Single","T1","High","#2","2",4,21,10
"2155","TP2","AA","Single","T1","High","#2","2",5,16,10
"2156","TP2","AA","Single","T1","High","#2","3",1,13,10
"2157","TP2","AA","Single","T1","High","#2","3",2,15,10
"2158","TP2","AA","Single","T1","High","#2","3",3,22,10
"2159","TP2","AA","Single","T1","High","#2","3",4,14,10
"2160","TP2","AA","Single","T1","High","#2","3",5,16,10
"2161","TP2","AA","Single","T1","High","#2","4",1,19,10
"2162","TP2","AA","Single","T1","High","#2","4",2,20,10
"2163","TP2","AA","Single","T1","High","#2","4",3,27,10
"2164","TP2","AA","Single","T1","High","#2","4",4,22,10
"2165","TP2","AA","Single","T1","High","#2","4",5,25,10
"2166","TP2","AA","Single","T1","High","#2","5",1,29,10
"2167","TP2","AA","Single","T1","High","#2","5",2,30,10
"2168","TP2","AA","Single","T1","High","#2","5",3,31,10
"2169","TP2","AA","Single","T1","High","#2","5",4,29,10
"2170","TP2","AA","Single","T1","High","#2","5",5,27,10
"2171","TP2","AA","Single","T1","High","#2","6",1,24,10
"2172","TP2","AA","Single","T1","High","#2","6",2,32,10
"2173","TP2","AA","Single","T1","High","#2","6",3,27,10
"2174","TP2","AA","Single","T1","High","#2","6",4,25,10
"2175","TP2","AA","Single","T1","High","#2","6",5,19,10
"2176","TP1","AA","Control","T2","High","#1","1",1,46,10
"2177","TP1","AA","Control","T2","High","#1","1",2,52,10
"2178","TP1","AA","Control","T2","High","#1","1",3,48,10
"2179","TP1","AA","Control","T2","High","#1","1",4,61,10
"2180","TP1","AA","Control","T2","High","#1","1",5,52,10
"2181","TP1","AA","Control","T2","High","#1","2",1,28,10
"2182","TP1","AA","Control","T2","High","#1","2",2,17,10
"2183","TP1","AA","Control","T2","High","#1","2",3,28,10
"2184","TP1","AA","Control","T2","High","#1","2",4,45,10
"2185","TP1","AA","Control","T2","High","#1","2",5,29,10
"2186","TP1","AA","Control","T2","High","#1","3",1,70,10
"2187","TP1","AA","Control","T2","High","#1","3",2,59,10
"2188","TP1","AA","Control","T2","High","#1","3",3,61,10
"2189","TP1","AA","Control","T2","High","#1","3",4,65,10
"2190","TP1","AA","Control","T2","High","#1","3",5,63,10
"2191","TP1","AA","Control","T2","High","#1","4",1,67,10
"2192","TP1","AA","Control","T2","High","#1","4",2,60,10
"2193","TP1","AA","Control","T2","High","#1","4",3,49,10
"2194","TP1","AA","Control","T2","High","#1","4",4,53,10
"2195","TP1","AA","Control","T2","High","#1","4",5,65,10
"2196","TP1","AA","Control","T2","High","#1","5",1,74,10
"2197","TP1","AA","Control","T2","High","#1","5",2,63,10
"2198","TP1","AA","Control","T2","High","#1","5",3,69,10
"2199","TP1","AA","Control","T2","High","#1","5",4,65,10
"2200","TP1","AA","Control","T2","High","#1","5",5,56,10
"2201","TP1","AA","Control","T2","High","#1","6",1,62,10
"2202","TP1","AA","Control","T2","High","#1","6",2,54,10
"2203","TP1","AA","Control","T2","High","#1","6",3,63,10
"2204","TP1","AA","Control","T2","High","#1","6",4,54,10
"2205","TP1","AA","Control","T2","High","#1","6",5,68,10
"2206","TP1","AA","Protective","T2","High","#3","1",1,31,10
"2207","TP1","AA","Protective","T2","High","#3","1",2,29,10
"2208","TP1","AA","Protective","T2","High","#3","1",3,44,10
"2209","TP1","AA","Protective","T2","High","#3","1",4,44,10
"2210","TP1","AA","Protective","T2","High","#3","1",5,3,10
"2211","TP1","AA","Protective","T2","High","#3","2",1,32,10
"2212","TP1","AA","Protective","T2","High","#3","2",2,36,10
"2213","TP1","AA","Protective","T2","High","#3","2",3,36,10
"2214","TP1","AA","Protective","T2","High","#3","2",4,42,10
"2215","TP1","AA","Protective","T2","High","#3","2",5,49,10
"2216","TP1","AA","Protective","T2","High","#3","3",1,44,10
"2217","TP1","AA","Protective","T2","High","#3","3",2,34,10
"2218","TP1","AA","Protective","T2","High","#3","3",3,41,10
"2219","TP1","AA","Protective","T2","High","#3","3",4,37,10
"2220","TP1","AA","Protective","T2","High","#3","3",5,49,10
"2221","TP1","AA","Protective","T2","High","#3","4",1,53,10
"2222","TP1","AA","Protective","T2","High","#3","4",2,40,10
"2223","TP1","AA","Protective","T2","High","#3","4",3,49,10
"2224","TP1","AA","Protective","T2","High","#3","4",4,54,10
"2225","TP1","AA","Protective","T2","High","#3","4",5,42,10
"2226","TP1","AA","Protective","T2","High","#3","5",1,34,10
"2227","TP1","AA","Protective","T2","High","#3","5",2,40,10
"2228","TP1","AA","Protective","T2","High","#3","5",3,39,10
"2229","TP1","AA","Protective","T2","High","#3","5",4,45,10
"2230","TP1","AA","Protective","T2","High","#3","5",5,39,10
"2231","TP1","AA","Protective","T2","High","#3","6",1,41,10
"2232","TP1","AA","Protective","T2","High","#3","6",2,38,10
"2233","TP1","AA","Protective","T2","High","#3","6",3,37,10
"2234","TP1","AA","Protective","T2","High","#3","6",4,38,10
"2235","TP1","AA","Protective","T2","High","#3","6",5,38,10
"2236","TP1","AA","Protective","T1","Low","#2","1",1,15,10
"2237","TP1","AA","Protective","T1","Low","#2","1",2,17,10
"2238","TP1","AA","Protective","T1","Low","#2","1",3,24,10
"2239","TP1","AA","Protective","T1","Low","#2","1",4,33,10
"2240","TP1","AA","Protective","T1","Low","#2","1",5,17,10
"2241","TP1","AA","Protective","T1","Low","#2","2",1,15,10
"2242","TP1","AA","Protective","T1","Low","#2","2",2,19,10
"2243","TP1","AA","Protective","T1","Low","#2","2",3,30,10
"2244","TP1","AA","Protective","T1","Low","#2","2",4,27,10
"2245","TP1","AA","Protective","T1","Low","#2","2",5,20,10
"2246","TP1","AA","Protective","T1","Low","#2","3",1,27,10
"2247","TP1","AA","Protective","T1","Low","#2","3",2,18,10
"2248","TP1","AA","Protective","T1","Low","#2","3",3,24,10
"2249","TP1","AA","Protective","T1","Low","#2","3",4,30,10
"2250","TP1","AA","Protective","T1","Low","#2","3",5,25,10
"2251","TP1","AA","Protective","T1","Low","#2","4",1,22,10
"2252","TP1","AA","Protective","T1","Low","#2","4",2,18,10
"2253","TP1","AA","Protective","T1","Low","#2","4",3,18,10
"2254","TP1","AA","Protective","T1","Low","#2","4",4,28,10
"2255","TP1","AA","Protective","T1","Low","#2","4",5,15,10
"2256","TP1","AA","Protective","T1","Low","#2","5",1,16,10
"2257","TP1","AA","Protective","T1","Low","#2","5",2,13,10
"2258","TP1","AA","Protective","T1","Low","#2","5",3,19,10
"2259","TP1","AA","Protective","T1","Low","#2","5",4,20,10
"2260","TP1","AA","Protective","T1","Low","#2","5",5,18,10
"2261","TP1","AA","Protective","T1","Low","#2","6",1,17,10
"2262","TP1","AA","Protective","T1","Low","#2","6",2,20,10
"2263","TP1","AA","Protective","T1","Low","#2","6",3,14,10
"2264","TP1","AA","Protective","T1","Low","#2","6",4,20,10
"2265","TP1","AA","Protective","T1","Low","#2","6",5,40,10
